A;B;lat;long;id;date;category;location;mode;price;antigüedad;area Costruida;area privada;valor arriendo;valor administracion;parqueaderos;Habitaciones;baños;estrato
2875;718;6.233.396;-75.594.925;12675-3622266;24/07/2021;Casa;Belen;Arriendo;$ 3.000.000; 'AntigüedadMás de 20 años'; 'Área construida230 m²'; 'Área privada230 m²'; 'Valor arriendo$3.000.000';; 'Parqueaderos1'; '5Habitaciones'; '2Baños';" '4Estrato']"""
2876;718;6.236.205;-7.559.034;12713-M3038755;22/09/2021;Casa;Laureles;Arriendo;$ 3.200.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida180 m²'; 'Área privada180 m²'; 'Valor arriendo$3.200.000'; 'Valor administración$999.999'; 'Parqueaderos1'; '4Habitaciones'; '2Baños'; '5Estrato'
2877;719;62.087.502;-7.555.183;687-1512736;24/07/2021;Casa;y Arriendo, EL POBLADO;Venta y Arriendo;$ 2.400.000.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida520 m²'; 'Área privada520 m²'; 'Valor arriendo$9.200.000'; 'Valor administración$1.062.000'; 'Parqueaderos2'; '5Habitaciones'; '5Baños';" '5Estrato']"""
2878;719;61.771.264;-7.555.734;687-M2734791;19/06/2021;Casa;LOS BALSOS;Arriendo;$ 16.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida600 m²'; 'Área privada600 m²'; 'Valor arriendo$16.500.000';; 'Parqueaderos4'; '4Habitaciones'; '5Baños';" '6Estrato']"""
2879;719;62.601;;11166-M3021876;23/08/2021;Casa;La Pradera;Arriendo;$ 850.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida120 m²'; 'Área privada120 m²'; 'Valor arriendo$850.000';;; '3Habitaciones'; '1Baños';" '3Estrato']"""
2880;719;62.322.583;-75.590.675;497-11181;22/09/2021;Casa;BELEN MALIBU;Arriendo;$ 3.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida205 m²'; 'Área privada205 m²'; 'Valor arriendo$3.500.000';;; '3Habitaciones'; '2Baños'; '5Estrato'
2881;720;6.177.192;-7.555.721;687-M2696012;19/06/2021;Casa;y Arriendo, EL POBLADO;Venta y Arriendo;$ 2.500.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida580 m²'; 'Área privada580 m²'; 'Valor arriendo$13.500.000'; 'Valor administración$1.050.000'; 'Parqueaderos4'; '4Habitaciones'; '5Baños';" '6Estrato']"""
2882;720;62.448.196;-75.568.115;4673-32366;23/08/2021;Casa;Prado;Arriendo;$ 3.700.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida320 m²'; 'Área privada320 m²'; 'Valor arriendo$3.700.000';; 'Parqueaderos1'; '4Habitaciones'; '3Baños';" '7Estrato']"""
2883;720;6.201.906;-7.556.083;10214-M2880861;24/07/2021;Casa;EL POBLADO EL TESORO;Arriendo;$ 6.200.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida284 m²'; 'Área privada284 m²'; 'Valor arriendo$6.200.000';; 'Parqueaderos2'; '4Habitaciones'; '5Baños';" '6Estrato']"""
2884;720;61.731.825;-75.563.995;2264-33120;22/09/2021;Casa;SAN LUCAS;Arriendo;$ 11.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida260 m²'; 'Área privada260 m²'; 'Valor arriendo$11.000.000';;; '3Habitaciones'; '4Baños'; '6Estrato'
2885;721;0;;687-M2504982;19/06/2021;Casa;y Arriendo, EL POBLADO;Venta y Arriendo;$ 2.500.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida462 m²'; 'Área privada462 m²'; 'Valor arriendo$12.500.000';; 'Parqueaderos4'; '3Habitaciones'; '5Baños';" '6Estrato']"""
2886;721;62.417.192;-75.580.765;2511-1134;24/07/2021;Casa;Conquistadores;Arriendo;$ 2.500.000; 'AntigüedadMás de 20 años'; 'Área construida220 m²'; 'Área privada220 m²'; 'Valor arriendo$2.500.000';;; '3Habitaciones'; '3Baños';" '5Estrato']"""
2887;721;62.309.203;-7.555.676;MC2843642;23/08/2021;Casa;Pablo escobar;Arriendo;$ 800.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida90 m²'; 'Área privada90 m²'; 'Valor arriendo$800.000';;; '3Habitaciones'; '1Baños';" '2Estrato']"""
2888;721;6.217.117;;12713-M3031595;22/09/2021;Casa;Castropol;Arriendo;$ 1.350.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida30 m²'; 'Área privada30 m²'; 'Valor arriendo$1.350.000'; 'Valor administración$999.999'; 'Parqueaderos1'; '1Habitaciones'; '1Baños'; '6Estrato'
2889;722;624.117;-7.560.633;4673-M2876668;19/06/2021;Casa;La Castellana;Arriendo;$ 3.500.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida200 m²'; 'Área privada200 m²'; 'Valor arriendo$3.500.000';; 'Parqueaderos1'; '5Habitaciones'; '3Baños';" '7Estrato']"""
2890;722;6.203.447;-75.558.304;687-M2426005;23/08/2021;Casa;Poblado;Arriendo;$ 8.200.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida380 m²'; 'Área privada380 m²'; 'Valor arriendo$8.200.000';; 'Parqueaderos3'; '4Habitaciones'; '4Baños';" '6Estrato']"""
2891;722;62.453.384;-7.560.694;2895-1323908;24/07/2021;Casa;SIMON BOLIVAR;Arriendo;$ 4.300.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida230 m²'; 'Área privada230 m²'; 'Valor arriendo$4.300.000';; 'Parqueaderos2'; '5Habitaciones'; '4Baños';" '5Estrato']"""
2892;722;62.126.737;-7.557.027;2895-1787801;22/09/2021;Casa;VILLA CARLOTA;Arriendo;$ 5.800.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida230 m²'; 'Área privada230 m²'; 'Valor arriendo$5.800.000';;; '4Habitaciones'; '2Baños'; '5Estrato'
2893;723;62.519.336;-75.595.566;11394-A1295;19/06/2021;Casa;Florida Nueva;Arriendo;$ 1.500.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida120 m²'; 'Área privada120 m²'; 'Valor arriendo$1.500.000';;; '2Habitaciones'; '2Baños';" '4Estrato']"""
2894;723;624.747;288;11166-M2996323;24/07/2021;Casa;Barrio Cristobal;Arriendo;$ 1.350.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida140 m²'; 'Área privada140 m²'; 'Valor arriendo$1.350.000';;; '3Habitaciones'; '2Baños';" '4Estrato']"""
2895;723;62.570.643;-75.626.015;2264-40110;23/08/2021;Casa;SAN JAVIER N.º 1;Arriendo;$ 870.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida50 m²'; 'Área privada50 m²'; 'Valor arriendo$870.000';;; '3Habitaciones';;" '2Estrato']"""
2896;723;6.188.749;-75.580.444;MC2753884;22/09/2021;Casa;EL POBLADO LAS PALMAS - Suroriente;Arriendo;$ 15.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida380 m²'; 'Área privada380 m²'; 'Valor arriendo$15.000.000';; 'Parqueaderos4'; '5Habitaciones'; '5Baños'; '6Estrato'
2897;724;6.247.704;-7.556.554;11049-M2979226;23/08/2021;Casa;La Candelaria;Arriendo;$ 1.200.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida60 m²'; 'Área privada60 m²'; 'Valor arriendo$1.200.000';; 'Parqueaderos2'; '2Habitaciones'; '1Baños';" '3Estrato']"""
2898;724;6.213.987;-7.556.134;687-M2404491;24/07/2021;Casa;EL POBLADO;Arriendo;$ 11.800.000; 'AntigüedadMás de 20 años'; 'Área construida250 m²'; 'Área privada250 m²'; 'Valor arriendo$11.800.000';; 'Parqueaderos4'; '5Habitaciones'; '3Baños';" '6Estrato']"""
2899;724;625.515;;11166-M2866088;19/06/2021;Casa;La America;Arriendo;$ 1.900.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida155 m²'; 'Área privada155 m²'; 'Valor arriendo$1.900.000';;; '5Habitaciones'; '3Baños';" '4Estrato']"""
2900;724;6.281.489;-75.553.986;727-M2898725;22/09/2021;Casa;Santa Lucia;Arriendo;$ 179.000.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida90 m²'; 'Área privada90 m²'; 'Valor arriendo$179.000.000';;; '3Habitaciones'; '2Baños'; '3Estrato'
2901;725;61.782.827;;687-M2139150;24/07/2021;Casa;EL POBLADO;Arriendo;$ 5.250.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida230 m²'; 'Área privada230 m²'; 'Valor arriendo$5.250.000';; 'Parqueaderos4'; '3Habitaciones'; '4Baños';" '5Estrato']"""
2902;725;6.239.367;-75.593.994;11394-A1426;23/08/2021;Casa;Laureles;Arriendo;$ 7.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida400 m²'; 'Área privada400 m²'; 'Valor arriendo$7.000.000';; 'Parqueaderos1'; '1Habitaciones'; '4Baños';" '5Estrato']"""
2903;725;4.637.082;-7.413.789;849-3741552;19/06/2021;Casa;Lopez De Mesa;Arriendo;$ 1.500.000; 'AntigüedadMás de 20 años'; 'Área construida120 m²'; 'Área privada120 m²'; 'Valor arriendo$1.500.000';;; '3Habitaciones'; '2Baños';" '3Estrato']"""
2904;725;6.241.262;-7.557.915;4673-12559;22/09/2021;Casa;Conquistadores;Arriendo;$ 7.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida380 m²'; 'Área privada380 m²'; 'Valor arriendo$7.000.000';; 'Parqueaderos2'; '5Habitaciones'; '4Baños'; '5Estrato'
2905;726;6.188.749;-75.580.444;MC2753884;19/06/2021;Casa;EL POBLADO LAS PALMAS - Suroriente;Arriendo;$ 15.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida380 m²'; 'Área privada380 m²'; 'Valor arriendo$15.000.000';; 'Parqueaderos4'; '5Habitaciones'; '5Baños';" '6Estrato']"""
2906;726;6.242.091;;2511-M3000080;24/07/2021;Casa;Laureles;Arriendo;$ 7.000.000; 'AntigüedadMás de 20 años'; 'Área construida420 m²'; 'Área privada420 m²'; 'Valor arriendo$7.000.000';;; '5Habitaciones'; '5Baños';" '5Estrato']"""
2907;726;6.245.128;-7.560.482;2511-M3024222;23/08/2021;Casa;Laureles;Arriendo;$ 2.400.000; 'AntigüedadMás de 20 años'; 'Área construida161 m²'; 'Área privada161 m²'; 'Valor arriendo$2.400.000';;; '3Habitaciones'; '2Baños';" '6Estrato']"""
2908;726;623.779;-7.559.007;2364-M2984909;22/09/2021;Casa;Malibu;Arriendo;$ 3.500.000; 'AntigüedadRemodelado'; 'Área construida450 m²'; 'Área privada450 m²'; 'Valor arriendo$3.500.000';; 'Parqueaderos2'; '4Habitaciones'; '5Baños'; '5Estrato'
2909;727;62.169.185;-75.552.475;687-M2040735;19/06/2021;Casa;y Arriendo, EL POBLADO;Venta y Arriendo;$ 3.400.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida580 m²'; 'Área privada580 m²'; 'Valor arriendo$25.000.000'; 'Valor administración$600.000'; 'Parqueaderos4'; '4Habitaciones'; '5Baños';" '6Estrato']"""
2910;727;623.927;-7.559.194;4229-M2864248;23/08/2021;Casa;Laureles;Arriendo;$ 5.000.000; 'AntigüedadMás de 20 años'; 'Área construida380 m²'; 'Área privada380 m²'; 'Valor arriendo$5.000.000';;; '4Habitaciones'; '4Baños';" '5Estrato']"""
2911;727;6.212.914;-7.556.952;2264-AC-31061;24/07/2021;Casa;MANILA;Arriendo;$ 3.800.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida141 m²'; 'Área privada141 m²'; 'Valor arriendo$3.800.000';;; '3Habitaciones';;" '4Estrato']"""
2912;727;62.096.043;-7.557.433;687-M2719381;22/09/2021;Casa;EL POBLADO;Arriendo;$ 8.500.000; 'AntigüedadMás de 20 años'; 'Área construida360 m²'; 'Área privada360 m²'; 'Valor arriendo$8.500.000';; 'Parqueaderos2'; '5Habitaciones'; '5Baños'; '6Estrato'
2913;728;6.181.103;-7.555.454;687-M2564595;23/08/2021;Casa;EL POBLADO;Arriendo;$ 11.000.000; 'AntigüedadMás de 20 años'; 'Área construida328 m²'; 'Área privada328 m²'; 'Valor arriendo$11.000.000';; 'Parqueaderos4'; '4Habitaciones'; '5Baños';" '5Estrato']"""
2914;728;6.207.828;-7.556.585;MC2686906;24/07/2021;Casa;EL POBLADO - Centro;Arriendo;$ 7.900.000; 'AntigüedadMás de 20 años'; 'Área construida198 m²'; 'Área privada198 m²'; 'Valor arriendo$7.900.000';;; '5Habitaciones'; '4Baños';" '4Estrato']"""
2915;728;6.207.916;-75.566.895;5136-26077;19/06/2021;Casa;Poblado;Arriendo;$ 8.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida198 m²'; 'Área privada198 m²'; 'Valor arriendo$8.000.000';;; '4Habitaciones'; '4Baños';" '5Estrato']"""
2916;728;62.133.102;-7.557.271;10214-M3046873;22/09/2021;Casa;Manila;Arriendo;$ 5.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida190 m²'; 'Área privada190 m²'; 'Valor arriendo$5.000.000';;; '5Habitaciones'; '4Baños'; '4Estrato'
2917;729;62.198.515;;82-M2219992;23/08/2021;Casa;LOMA DE LOS BERNAL;Arriendo;$ 1.800.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida123 m²'; 'Área privada123 m²'; 'Valor arriendo$1.800.000';; 'Parqueaderos1'; '3Habitaciones'; '4Baños';" '5Estrato']"""
2918;729;6.250.573;-7.561.615;5076-209266;24/07/2021;Casa;Santa Monica;Arriendo;$ 2.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida270 m²'; 'Área privada135 m²'; 'Valor arriendo$2.000.000';; 'Parqueaderos1'; '3Habitaciones'; '2Baños';" '4Estrato']"""
2919;729;62.384.114;-7.560.013;11394-A1803;19/06/2021;Casa;El Nogal;Arriendo;$ 3.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida150 m²'; 'Área privada150 m²'; 'Valor arriendo$3.500.000';; 'Parqueaderos1'; '4Habitaciones'; '4Baños';" '5Estrato']"""
2920;729;620.871;-75.574.646;4673-34790;22/09/2021;Casa;Astorga;Arriendo;$ 13.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida400 m²'; 'Área privada640 m²'; 'Valor arriendo$13.000.000';; 'Parqueaderos4'; '5Habitaciones'; '5Baños'; '7Estrato'
2921;730;6.211.741;-75.553.215;11049-M2955696;24/07/2021;Casa;Altos Del Poblado;Arriendo;$ 7.300.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida253 m²'; 'Área privada253 m²'; 'Valor arriendo$7.300.000';; 'Parqueaderos2'; '3Habitaciones'; '4Baños';" '6Estrato']"""
2922;730;62.413.845;-75.581.665;2264-43849;23/08/2021;Casa;SAN JOAQUÍN;Arriendo;$ 4.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida250 m²'; 'Área privada250 m²'; 'Valor arriendo$4.000.000'; 'Valor administración$100.000';" '2Parqueaderos']"""; '4Habitaciones'; '3Baños';
2923;730;6.209.875;-7.555.347;2895-1627704;19/06/2021;Casa;ALTOS DEL POBLADO;Arriendo;$ 7.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida360 m²'; 'Área privada360 m²'; 'Valor arriendo$7.500.000';;; '3Habitaciones'; '5Baños';" '6Estrato']"""
2924;730;624.764;;11392-A4169;22/09/2021;Casa;Tejelo;Arriendo;$ 1.600.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida100 m²'; 'Área privada100 m²'; 'Valor arriendo$1.600.000';;; '3Habitaciones'; '2Baños'; '4Estrato'
2925;731;62.516.084;-75.593.666;11166-10338;19/06/2021;Casa;Florida Nueva;Arriendo;$ 5.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida290 m²'; 'Área privada290 m²'; 'Valor arriendo$5.000.000';; 'Parqueaderos2'; '1Habitaciones'; '4Baños';" '5Estrato']"""
2926;731;620.051;-7.558.808;4855-9973;24/07/2021;Casa;Guayabal;Arriendo;$ 1.250.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida65 m²'; 'Área privada65 m²'; 'Valor arriendo$1.250.000';; 'Parqueaderos1'; '4Habitaciones'; '2Baños';" '3Estrato']"""
2927;731;62.074.122;-7.557.545;687-M2700409;23/08/2021;Casa;EL POBLADO;Arriendo;$ 11.700.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida370 m²'; 'Área privada370 m²'; 'Valor arriendo$11.700.000';; 'Parqueaderos4'; '5Habitaciones'; '4Baños';" '6Estrato']"""
2928;731;622.396;-75.595;11166-M2995068;22/09/2021;Casa;San Bernardo;Arriendo;$ 2.000.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida150 m²'; 'Área privada150 m²'; 'Valor arriendo$2.000.000';; 'Parqueaderos1'; '3Habitaciones'; '2Baños'; '3Estrato'
2929;732;6.191.305;-7.557.909;687-M2428763;24/07/2021;Casa;EL POBLADO;Arriendo;$ 7.500.000; 'AntigüedadMás de 20 años'; 'Área construida200 m²'; 'Área privada200 m²'; 'Valor arriendo$7.500.000';; 'Parqueaderos2'; '5Habitaciones'; '5Baños';" '6Estrato']"""
2930;732;62.630.496;.;12257-8759;23/08/2021;Casa;Manrique Central;Arriendo;$ 1.500.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida200 m²'; 'Área privada200 m²'; 'Valor arriendo$1.500.000';;; '4Habitaciones'; '2Baños';" '3Estrato']"""
2931;732;62.447.124;-755.785;687-M2258789;19/06/2021;Casa;LOS CONQUISTADORES;Arriendo;$ 2.550.000; 'AntigüedadMás de 20 años'; 'Área construida180 m²'; 'Área privada180 m²'; 'Valor arriendo$2.550.000';;; '5Habitaciones'; '3Baños';" '3Estrato']"""
2932;732;62.095.733;-7.557.681;2364-15883;22/09/2021;Casa;Patio Bonito;Arriendo;$ 11.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida560 m²'; 'Área privada560 m²'; 'Valor arriendo$11.000.000';;; '4Habitaciones'; '4Baños'; '6Estrato'
2933;733;62.301;238030;11166-M2903658;23/08/2021;Casa;La Palma;Arriendo;$ 5.200.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida115 m²'; 'Área privada115 m²'; 'Valor arriendo$5.200.000';; 'Parqueaderos1'; '2Habitaciones'; '3Baños';" '7Estrato']"""
2934;733;624.709;-755.939;4855-M2856659;19/06/2021;Casa;Laureles;Arriendo;$ 2.500.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida110 m²'; 'Área privada110 m²'; 'Valor arriendo$2.500.000';;; '3Habitaciones'; '2Baños';" '5Estrato']"""
2935;733;623.794;-7.560.749;11394-M2869328;24/07/2021;Casa;La Castellana;Arriendo;$ 1.600.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida110 m²'; 'Área privada110 m²'; 'Valor arriendo$1.600.000';;; '3Habitaciones'; '3Baños';" '5Estrato']"""
2936;733;62.346.954;-75.600.746;2511-M3065219;22/09/2021;Casa;BELEN MIRAVALLE;Arriendo;$ 2.850.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida192 m²'; 'Área privada192 m²'; 'Valor arriendo$2.850.000';; 'Parqueaderos1'; '5Habitaciones'; '3Baños'; '5Estrato'
2937;734;621.226;-7.559.877;5606-M3004319;24/07/2021;Casa;La Mota;Arriendo;$ 2.400.000; 'AntigüedadRemodelado'; 'Área construida160 m²'; 'Área privada160 m²'; 'Valor arriendo$2.400.000';; 'Parqueaderos1'; '4Habitaciones'; '3Baños';" '4Estrato']"""
2938;734;62.445.107;-7.561.028;12116-M2869650;23/08/2021;Casa;LA AMERICA;Arriendo;$ 2.900.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida200 m²'; 'Área privada200 m²'; 'Valor arriendo$2.900.000';; 'Parqueaderos1'; '4Habitaciones'; '2Baños';" '5Estrato']"""
2939;734;62.336.845;-7.560.049;11049-M2904904;19/06/2021;Casa;Miravalle;Arriendo;$ 1.600.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida103 m²'; 'Área privada103 m²'; 'Valor arriendo$1.600.000';;; '3Habitaciones'; '2Baños';" '4Estrato']"""
2940;734;624.639;-7.559.785;11166-M2964236;22/09/2021;Casa;Laureles;Arriendo;$ 2.000.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida150 m²'; 'Área privada150 m²'; 'Valor arriendo$2.000.000';;; '4Habitaciones'; '2Baños'; '5Estrato'
2941;735;6.245.568;-7.560.269;11705-3804350;19/06/2021;Casa;Laureles;Arriendo;$ 5.500.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida400 m²'; 'Área privada400 m²'; 'Valor arriendo$5.500.000';; 'Parqueaderos2'; '5Habitaciones'; '3Baños';" '4Estrato']"""
2942;735;62.118.926;-7.556.921;687-M2191428;23/08/2021;Casa;Poblado;Arriendo;$ 2.600.000; 'AntigüedadMás de 20 años'; 'Área construida78 m²'; 'Área privada78 m²'; 'Valor arriendo$2.600.000';;; '5Habitaciones'; '2Baños';" '4Estrato']"""
2943;735;62.317.276;-75.595.116;4673-32647;24/07/2021;Casa;Rosales;Arriendo;$ 2.200.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida160 m²'; 'Área privada160 m²'; 'Valor arriendo$2.200.000';;; '4Habitaciones'; '3Baños';" '3Estrato']"""
2944;735;6.225.093;-75.559.616;687-M2765577;22/09/2021;Casa;EL POBLADO;Arriendo;$ 2.050.000; 'AntigüedadMás de 20 años'; 'Área construida115 m²'; 'Área privada115 m²'; 'Valor arriendo$2.050.000';; 'Parqueaderos1'; '4Habitaciones'; '3Baños'; '6Estrato'
